name,binaryflag,mass,radius,period,semimajoraxis,eccentricity,periastron,longitude,ascendingnode,inclination,temperature,age,discoverymethod,discoveryyear,lastupdate,system_rightascension,system_declination,system_distance,hoststar_mass,hoststar_radius,hoststar_metallicity,hoststar_temperature,hoststar_age,list
KOI-4896 b,0,,0.13670,19.594150000000,0.1451270,,,,,,724.0,,,,,19 23 36,+48 44 46,,,1.0410,,,,Kepler Objects of Interest
KOI-1860 b,0,,0.23512,6.319439000000,0.0690000,,,,,,1017.0,,,,,19 26 13,+39 13 38,787.46,1.0800,1.1200,,5708.00,,Kepler Objects of Interest
KOI-1860 c,0,,0.22783,12.209420000000,0.1070000,,,,,,816.0,,,,,19 26 13,+39 13 38,787.46,1.0800,1.1200,,5708.00,,Kepler Objects of Interest
KOI-1860 d,0,,0.14672,3.076508000000,0.0420000,,,,,,1303.0,,,,,19 26 13,+39 13 38,787.46,1.0800,1.1200,,5708.00,,Kepler Objects of Interest
KOI-0645 b,0,,0.26428,8.503406000000,0.0880000,,,,,,1211.0,,,,,19 40 52,+40 35 32,1241.28,1.2600,1.6700,,6306.00,3.5200,Kepler Objects of Interest
KOI-0645 c,0,,0.26428,23.783620000000,0.1750000,,,,,,859.0,,,,,19 40 52,+40 35 32,1241.28,1.2600,1.6700,,6306.00,3.5200,Kepler Objects of Interest
KOI-3246 b,0,,0.15301,0.689982107000,0.0151280,,,,,,2303.0,,,,,19 17 41,+46 43 34,422.31,,1.7490,0.5600,4854.00,,Kepler Objects of Interest
KOI-0299 b,0,,0.18044,1.541682900000,0.0260000,,,,,,1597.0,,,,,19 02 38,+37 57 52,436.79,0.9880,1.1100,,5538.00,9.0000,Kepler Objects of Interest
KOI-0602 b,0,,0.25061,12.913840000000,0.1120000,,,,,,868.0,,,,,19 24 38,+51 20 05,1250.12,1.1220,1.1000,,6293.00,1.4200,Kepler Objects of Interest
KOI-2680 b,0,,0.56501,14.407937000000,0.1120000,,,,,,640.0,,,,,19 59 09,+44 16 52,665.21,0.8920,0.7900,,5477.00,0.6000,Kepler Objects of Interest
KOI-1629 b,0,,0.13578,4.409673000000,0.0550000,,,,,,1181.0,,,,,19 21 38,+44 53 57,692.36,1.1470,1.1500,,5864.00,2.9000,Kepler Objects of Interest
KOI-4462 b,0,,0.31896,45.169980000000,0.2962670,,,,,,889.0,,,,,19 35 24,+46 35 26,,,2.0400,,,,Kepler Objects of Interest
KOI-1731 b,0,,0.22874,2.594962000000,0.0340000,,,,,,1025.0,,,,,20 05 52,+44 09 34,863.29,0.8100,0.8700,,4593.00,,Kepler Objects of Interest
KOI-2577 b,0,,2.55165,18.556160000000,0.1500000,,,,,,873.0,,,,,19 25 09,+50 54 32,994.42,1.3100,1.2700,,6793.00,0.2500,Kepler Objects of Interest
KOI-2358 b,0,,0.19958,56.494300000000,0.3050000,,,,,,542.0,,,,,19 40 33,+40 58 44,784.73,1.1800,1.1100,,6428.00,0.3200,Kepler Objects of Interest
KOI-3674 b,0,,2.43500,175.066062400000,0.5944760,,,,,,313.1,,,,,19 28 39,+37 47 38,1344.83,,0.8250,-0.5000,6024.00,,Kepler Objects of Interest
KOI-3429 b,0,,0.16221,15.827810200000,0.1236130,,,,,,737.0,,,,,19 44 47,+45 38 03,1376.69,,0.9980,-0.0200,5878.00,,Kepler Objects of Interest
KOI-3429 c,0,,0.14945,8.741964720000,0.0832128,,,,,,898.0,,,,,19 44 47,+45 38 03,1376.69,,0.9980,-0.0200,5878.00,,Kepler Objects of Interest
KOI-2473 b,0,,0.17497,3.244218000000,0.0420000,,,,,,1022.0,,,,,19 27 50,+44 54 00,1082.37,0.9500,0.8400,,5174.00,,Kepler Objects of Interest
KOI-2147 b,0,,0.15948,37.865890000000,0.2200000,,,,,,521.0,,,,,19 27 05,+47 31 47,823.29,0.9960,0.8900,,5873.00,0.4000,Kepler Objects of Interest
KOI-2147 c,0,,0.10298,10.327136000000,0.0926692,,,,,,803.0,,,,,19 27 05,+47 31 47,823.29,0.9960,0.8900,,5873.00,0.4000,Kepler Objects of Interest
KOI-3037 b,0,,0.11847,5.465488000000,0.0590000,,,,,,920.0,,,,,19 10 24,+42 04 32,1288.42,0.9230,0.8200,,5595.00,0.6000,Kepler Objects of Interest
KOI-0881 b,0,,0.30164,21.022360000000,0.1400000,,,,,,522.0,,,,,19 39 38,+42 56 06,981.65,0.8230,0.7220,,5207.00,0.7000,Kepler Objects of Interest
KOI-0881 c,0,,0.40188,226.889700000000,0.6820000,,,,,,236.0,,,,,19 39 38,+42 56 06,981.65,0.8230,0.7220,,5207.00,0.7000,Kepler Objects of Interest
KOI-4269 b,0,,0.36361,26.656436300000,0.1941940,,,,,,904.0,,,,,19 35 11,+45 09 38,1236.46,,3.0620,-0.0400,5159.00,,Kepler Objects of Interest
KOI-4269 c,0,,0.17315,4.440606000000,0.0578280,,,,,,1608.0,,,,,19 35 11,+45 09 38,1236.46,,3.0620,-0.0400,5159.00,,Kepler Objects of Interest
KOI-1978 b,0,,0.28250,6.511168000000,0.0690000,,,,,,987.0,,,,,19 12 02,+46 07 03,1286.00,1.0200,0.9600,,5996.00,1.7000,Kepler Objects of Interest
KOI-1978 c,0,,0.31896,23.851360000000,0.1630000,,,,,,642.0,,,,,19 12 02,+46 07 03,1286.00,1.0200,0.9600,,5996.00,1.7000,Kepler Objects of Interest
KOI-2135 b,0,,0.23238,55.188150000000,0.2960000,,,,,,568.0,,,,,19 47 12,+46 44 28,860.05,1.1400,1.2300,,6321.00,2.9500,Kepler Objects of Interest
KOI-2135 c,0,,0.10662,20.188951600000,0.1484110,,,,,,785.0,,,,,19 47 12,+46 44 28,860.05,1.1400,1.2300,,6321.00,2.9500,Kepler Objects of Interest
KOI-2135 d,0,,0.13105,8.486514290000,0.0832802,,,,,,1048.0,,,,,19 47 12,+46 44 28,860.05,1.1400,1.2300,,6321.00,2.9500,Kepler Objects of Interest
KOI-3892 b,0,,0.07874,2.416593878000,0.0353971,,,,,,1309.0,,,,,19 22 14,+49 56 34,371.28,,0.9230,0.0200,5812.00,,Kepler Objects of Interest
KOI-1212 b,0,,0.15401,11.301180000000,0.0980000,,,,,,826.0,,,,,19 28 01,+38 49 14,1149.13,0.9800,0.9800,,5919.00,4.1000,Kepler Objects of Interest
KOI-1796 b,0,,0.76549,11.805712100000,0.0990000,,,,,,775.0,,,,,19 39 39,+46 56 41,379.32,0.9180,0.9190,,5764.00,,Kepler Objects of Interest
KOI-2093 b,0,,0.19320,6.783540000000,0.0730000,,,,,,1015.0,,,,,19 31 48,+41 56 05,1541.55,1.1100,0.9800,,6287.00,,Kepler Objects of Interest
KOI-2093 c,0,,0.15583,2.508117290000,0.0377187,,,,,,1558.0,,,,,19 31 48,+41 56 05,1541.55,1.1100,0.9800,,6287.00,,Kepler Objects of Interest
KOI-1754 b,0,,0.23147,15.135800000000,0.1160000,,,,,,705.0,,,,,19 59 49,+44 46 18,621.26,0.9020,0.9110,,5705.00,,Kepler Objects of Interest
KOI-2867 c,0,,0.02187,18.940000000000,0.1240000,,,,,,507.0,,,,,19 40 36,+46 46 20,211.11,0.7100,0.7610,,4636.00,,Kepler Objects of Interest
KOI-4637 b,0,,0.04010,4.380015000000,0.0550020,,,,,,1284.0,,,,,19 14 23,+46 01 54,,,1.1430,,,,Kepler Objects of Interest
KOI-1626 b,0,,0.18682,2.534773000000,0.0370000,,,,,,1185.0,,,,,19 52 26,+41 45 29,1051.78,1.0100,0.9000,,5439.00,,Kepler Objects of Interest
KOI-4680 b,0,,0.18973,54.081946000000,0.2646300,,,,,,436.0,,,,,19 50 23,+39 37 34,1091.59,,0.7760,-0.4800,5770.00,,Kepler Objects of Interest
KOI-2498 b,0,,0.07655,6.738019000000,0.0660000,,,,,,790.0,,,,,19 26 30,+41 12 30,438.46,0.8440,0.7500,,5309.00,1.6000,Kepler Objects of Interest
KOI-2498 c,0,,0.06653,13.060247200000,0.1005270,,,,,,630.6,,,,,19 26 30,+41 12 30,438.46,0.8440,0.7500,,5309.00,1.6000,Kepler Objects of Interest
KOI-2593 b,0,,0.07199,14.797630000000,0.1190000,,,,,,782.0,,,,,18 47 20,+44 09 21,278.26,1.0210,1.0530,,5962.00,,Kepler Objects of Interest
KOI-2649 b,0,,0.10571,7.561207000000,0.0750000,,,,,,878.0,,,,,18 57 08,+42 21 20,853.53,0.9840,0.8800,,5823.00,0.4000,Kepler Objects of Interest
KOI-2638 b,0,,0.13670,2.524074000000,0.0340000,,,,,,1199.0,,,,,19 35 45,+41 35 25,1087.53,0.8200,0.8600,,5392.00,11.6000,Kepler Objects of Interest
KOI-1813 b,0,,0.27339,9.767805000000,0.0840000,,,,,,829.0,,,,,19 09 01,+46 04 00,568.26,0.8400,0.9800,,5506.00,13.9000,Kepler Objects of Interest
KOI-1982 b,0,,0.22783,4.887533000000,0.0540000,,,,,,897.0,,,,,19 26 50,+42 20 29,1077.35,0.8700,0.7700,,5394.00,0.9000,Kepler Objects of Interest
KOI-0100 b,0,,1.98664,9.966447000000,0.1100000,,,,,,1573.0,,,,,19 24 42,+39 11 58,1561.35,1.7900,3.1800,,6630.00,1.4700,Kepler Objects of Interest
KOI-0893 b,0,,0.20960,4.408468000000,0.0530000,,,,,,1145.0,,,,,19 31 51,+43 20 47,1642.04,1.0300,0.9900,,6018.00,2.4000,Kepler Objects of Interest
KOI-5545 b,0,,0.09569,541.110610000000,1.2464400,,,,,,206.3,,,,,19 42 23,+44 36 50,484.40,,0.8020,-0.4200,5829.00,,Kepler Objects of Interest
KOI-0710 b,0,,0.20960,5.374851000000,0.0670000,,,,,,1320.0,,,,,19 32 09,+46 16 39,923.72,1.3830,1.3560,,6653.00,,Kepler Objects of Interest
KOI-0710 c,0,,0.16677,8.586040000000,0.0910000,,,,,,1133.0,,,,,19 32 09,+46 16 39,923.72,1.3830,1.3560,,6653.00,,Kepler Objects of Interest
KOI-0710 d,0,,0.11391,3.886831000000,0.0540000,,,,,,1471.0,,,,,19 32 09,+46 16 39,923.72,1.3830,1.3560,,6653.00,,Kepler Objects of Interest
KOI-0285 b,0,,0.31987,13.748778000000,0.1180000,,,,,,934.0,,,,,19 16 20,+41 33 46,367.56,1.1700,1.5300,,5883.00,5.2000,Kepler Objects of Interest
KOI-0285 c,0,,0.23694,26.724280000000,0.1840000,,,,,,748.0,,,,,19 16 20,+41 33 46,367.56,1.1700,1.5300,,5883.00,5.2000,Kepler Objects of Interest
KOI-0285 d,0,,0.16768,49.358990000000,0.2780000,,,,,,608.0,,,,,19 16 20,+41 33 46,367.56,1.1700,1.5300,,5883.00,5.2000,Kepler Objects of Interest
KOI-2324 b,0,,0.02916,1.204681000000,0.0130000,,,,,,651.0,,,,,19 18 42,+43 27 29,20.66,0.2100,0.2700,,3240.00,,Kepler Objects of Interest
KOI-0049 b,0,,0.29526,8.313759000000,0.0830000,,,,,,926.0,,,,,19 28 59,+46 09 53,680.81,1.0990,1.0440,,5923.00,1.5000,Kepler Objects of Interest
KOI-3443 b,0,,0.19684,96.170336800000,0.3751720,,,,,,323.7,,,,,19 34 54,+42 48 24,984.03,,0.7100,-0.4400,5334.00,,Kepler Objects of Interest
KOI-3329 b,0,,0.17588,12.687657000000,0.1096790,,,,,,844.0,,,,,19 35 46,+42 25 33,1971.57,,1.0310,-0.1400,6241.00,,Kepler Objects of Interest
KOI-0584 b,0,,0.20869,9.926733000000,0.0870000,,,,,,739.0,,,,,19 11 40,+45 35 34,551.88,0.9050,0.8000,,5524.00,0.5000,Kepler Objects of Interest
KOI-0584 c,0,,0.18955,21.223410000000,0.1450000,,,,,,572.0,,,,,19 11 40,+45 35 34,551.88,0.9050,0.8000,,5524.00,0.5000,Kepler Objects of Interest
KOI-0584 d,0,,0.08293,6.470520000000,0.0660000,,,,,,848.0,,,,,19 11 40,+45 35 34,551.88,0.9050,0.8000,,5524.00,0.5000,Kepler Objects of Interest
KOI-2916 b,0,,0.07655,0.306933360000,0.0080000,,,,,,2151.0,,,,,19 10 56,+42 49 24,491.91,0.7590,0.7400,,5084.00,10.3000,Kepler Objects of Interest
KOI-0217 b,0,,1.06622,3.905081000000,0.0470000,,,,,,1028.0,,,,,19 39 27,+46 17 09,918.88,0.9230,0.8200,,5595.00,0.4000,Kepler Objects of Interest
KOI-4782 b,0,,0.14581,7.421220000000,0.0756850,,,,,,858.0,,,,,19 51 47,+45 15 18,,,0.8590,,,,Kepler Objects of Interest
KOI-4298 b,0,,0.11665,2.894915000000,0.0451495,,,,,,1938.0,,,,,19 26 10,+38 02 55,,,1.7330,,,,Kepler Objects of Interest
KOI-0222 b,0,,0.20595,6.312504000000,0.0580000,,,,,,639.0,,,,,19 11 33,+39 20 20,363.53,0.6540,0.5920,,4533.00,4.6000,Kepler Objects of Interest
KOI-0222 c,0,,0.16859,12.794594000000,0.0930000,,,,,,504.0,,,,,19 11 33,+39 20 20,363.53,0.6540,0.5920,,4533.00,4.6000,Kepler Objects of Interest
KOI-2700 b,0,,0.10207,0.910022900000,0.0160000,,,,,,1171.0,,,,,19 48 00,+44 46 30,453.89,0.6320,0.5740,,4433.00,4.8000,Kepler Objects of Interest
KOI-2404 b,0,,0.13852,2.100767000000,0.0320000,,,,,,1351.0,,,,,19 27 30,+41 46 10,1377.03,0.9600,0.9000,,5788.00,2.5000,Kepler Objects of Interest
KOI-2419 b,0,,0.30073,9.956990000000,0.0930000,,,,,,934.0,,,,,18 53 03,+41 42 41,1616.37,1.0600,1.1000,,6144.00,3.3000,Kepler Objects of Interest
KOI-0317 b,0,,0.39186,22.207920000000,0.1730000,,,,,,953.0,,,,,19 55 15,+43 59 52,1028.50,1.3900,1.8200,,6658.00,2.3000,Kepler Objects of Interest
KOI-0763 b,0,,1.14824,19.651221000000,0.1440000,,,,,,729.0,,,,,19 24 22,+48 56 01,1696.46,1.0300,1.0700,,6057.00,4.1000,Kepler Objects of Interest
KOI-0348 b,0,,0.26792,28.511096000000,0.1610000,,,,,,422.0,,,,,19 34 44,+48 49 30,303.93,0.6770,0.6560,,4736.00,13.9000,Kepler Objects of Interest
KOI-4442 b,0,,0.10115,13.948122300000,0.1099440,,,,,,786.0,,,,,18 57 24,+48 44 24,856.06,,0.9890,-0.3200,5942.00,,Kepler Objects of Interest
KOI-1878 b,0,,0.29162,40.809530000000,0.2400000,,,,,,608.0,,,,,19 04 53,+38 15 29,610.93,1.1060,1.1700,,6250.00,2.9100,Kepler Objects of Interest
KOI-2337 b,0,,0.20960,8.496449000000,0.0750000,,,,,,715.0,,,,,18 57 24,+40 51 10,1003.87,0.7700,0.7500,,5132.00,9.8000,Kepler Objects of Interest
KOI-1127 b,0,,0.24332,5.326679000000,0.0600000,,,,,,951.0,,,,,19 20 51,+41 46 33,1368.11,1.0400,0.8900,,5602.00,,Kepler Objects of Interest
KOI-1127 c,0,,0.15492,8.128100000000,0.0800000,,,,,,824.0,,,,,19 20 51,+41 46 33,1368.11,1.0400,0.8900,,5602.00,,Kepler Objects of Interest
KOI-1127 d,0,,0.12576,2.836780000000,0.0400000,,,,,,1165.0,,,,,19 20 51,+41 46 33,1368.11,1.0400,0.8900,,5602.00,,Kepler Objects of Interest
KOI-1881 b,0,,0.26428,28.266810000000,0.1670000,,,,,,515.0,,,,,18 58 27,+39 07 51,733.05,0.7800,0.8200,,5257.00,13.7000,Kepler Objects of Interest
KOI-3038 b,0,,0.10936,1.495150000000,0.0250000,,,,,,1709.0,,,,,19 54 39,+43 53 38,886.00,0.9000,1.1600,,5692.00,12.2000,Kepler Objects of Interest
KOI-0246 b,0,,0.23056,5.398766500000,0.0620000,,,,,,1143.0,,,,,19 24 07,+49 02 24,140.53,1.0750,1.2420,,5793.00,6.3700,Kepler Objects of Interest
KOI-0246 c,0,,0.10115,9.604869000000,0.0910000,,,,,,944.0,,,,,19 24 07,+49 02 24,140.53,1.0750,1.2420,,5793.00,6.3700,Kepler Objects of Interest
KOI-2714 b,0,,0.15948,14.383370000000,0.1230000,,,,,,966.0,,,,,19 20 19,+50 51 48,917.03,1.2000,1.4600,,6362.00,3.5500,Kepler Objects of Interest
KOI-2714 c,0,,0.19137,47.323820000000,0.2720000,,,,,,650.0,,,,,19 20 19,+50 51 48,917.03,1.2000,1.4600,,6362.00,3.5500,Kepler Objects of Interest
KOI-4508 b,0,,0.09204,2.499160790000,0.0320958,,,,,,983.1,,,,,19 37 29,+40 39 05,632.84,,0.7200,-0.0400,4705.00,,Kepler Objects of Interest
KOI-2206 b,0,,0.13578,1.834225000000,0.0300000,,,,,,1405.0,,,,,19 03 52,+48 40 44,1127.41,1.0400,1.0000,,5521.00,,Kepler Objects of Interest
KOI-1639 c,0,,0.12394,9.982260000000,0.0940000,,,,,,920.0,,,,,19 51 36,+48 05 40,703.17,1.1300,1.0400,,6266.00,0.2500,Kepler Objects of Interest
KOI-2687 b,0,,0.17315,1.716833300000,0.0290000,,,,,,2095.0,,,,,19 30 27,+42 45 51,237.22,1.1220,1.9400,,5803.00,6.3000,Kepler Objects of Interest
KOI-2687 c,0,,0.24058,8.167335000000,0.0820000,,,,,,1246.0,,,,,19 30 27,+42 45 51,237.22,1.1220,1.9400,,5803.00,6.3000,Kepler Objects of Interest
KOI-1894 b,0,,1.55833,5.288016000000,0.0770000,,,,,,2388.0,,,,,19 49 26,+49 47 51,3678.58,2.2110,9.0000,,4998.00,0.8400,Kepler Objects of Interest
KOI-0138 b,0,,2.12334,48.937964000000,0.2970000,,,,,,753.0,,,,,19 43 45,+44 34 42,1813.86,1.4600,1.7400,,7060.00,1.6500,Kepler Objects of Interest
KOI-0499 b,0,,0.14581,9.668464000000,0.0820000,,,,,,716.0,,,,,19 40 00,+39 57 10,525.14,0.7790,0.8000,,5214.00,12.5000,Kepler Objects of Interest
KOI-4447 b,0,,0.08202,2.186662000000,0.0292992,,,,,,1038.0,,,,,19 34 50,+47 53 15,,,0.6870,,,,Kepler Objects of Interest
KOI-0349 b,0,,0.22783,14.386786000000,0.1130000,,,,,,781.0,,,,,19 07 24,+49 15 42,624.43,0.9370,1.0500,,5812.00,8.2000,Kepler Objects of Interest
KOI-1074 b,0,,1.01155,3.770556500000,0.0490000,,,,,,1202.0,,,,,19 25 06,+47 19 46,1509.99,1.1000,0.9900,,6075.00,,Kepler Objects of Interest
KOI-1117 b,0,,0.20049,11.089420000000,0.1070000,,,,,,1084.0,,,,,19 24 07,+38 12 43,797.52,1.3180,1.5800,,6405.00,2.5400,Kepler Objects of Interest
KOI-1338 b,0,,0.13578,3.222961000000,0.0420000,,,,,,1247.0,,,,,19 29 06,+39 33 00,941.24,0.9520,0.9800,,5836.00,5.9000,Kepler Objects of Interest
KOI-1338 c,0,,0.14945,42.036500000000,0.2330000,,,,,,529.0,,,,,19 29 06,+39 33 00,941.24,0.9520,0.9800,,5836.00,5.9000,Kepler Objects of Interest
KOI-1338 d,0,,0.11027,21.010860000000,0.1470000,,,,,,666.0,,,,,19 29 06,+39 33 00,941.24,0.9520,0.9800,,5836.00,5.9000,Kepler Objects of Interest
KOI-1379 b,0,,0.10480,5.621546000000,0.0620000,,,,,,981.0,,,,,19 39 56,+42 43 39,565.60,0.9970,0.8900,,5870.00,0.4000,Kepler Objects of Interest
KOI-2962 b,0,,0.08384,2.172927000000,0.0340000,,,,,,1457.0,,,,,19 39 27,+40 00 27,881.80,1.0800,0.9900,,6134.00,0.3000,Kepler Objects of Interest
KOI-5649 b,0,,0.22600,426.935354000000,0.9784890,,,,,,187.0,,,,,19 15 09,+45 43 38,656.19,,0.6690,-0.5600,5126.00,,Kepler Objects of Interest
KOI-2263 b,0,,0.18408,29.968190000000,0.1960000,,,,,,628.0,,,,,19 07 53,+44 42 29,1048.96,1.1110,1.0300,,6225.00,0.3000,Kepler Objects of Interest
KOI-2263 c,0,,0.14854,9.478516830000,0.0904225,,,,,,950.0,,,,,19 07 53,+44 42 29,1048.96,1.1110,1.0300,,6225.00,0.3000,Kepler Objects of Interest
KOI-4556 b,0,,0.15228,21.581100000000,0.1553360,,,,,,931.0,,,,,19 18 28,+47 33 28,581.15,,2.0620,-0.3200,5790.00,,Kepler Objects of Interest
KOI-4605 b,0,,0.07227,7.785903110000,0.0769016,,,,,,939.0,,,,,19 21 41,+51 23 19,594.00,,0.9540,-0.1800,6045.00,,Kepler Objects of Interest
KOI-0911 b,0,,0.20869,4.093602000000,0.0510000,,,,,,1153.0,,,,,19 21 03,+44 33 23,1410.84,1.0500,0.9500,,6050.00,0.4000,Kepler Objects of Interest
KOI-0911 c,0,,0.24605,105.152000000000,0.4430000,,,,,,391.0,,,,,19 21 03,+44 33 23,1410.84,1.0500,0.9500,,6050.00,0.4000,Kepler Objects of Interest
KOI-3503 b,0,,0.08831,21.186902600000,0.1456570,,,,,,674.0,,,,,19 32 36,+41 43 45,669.32,,0.8470,-0.8000,6338.00,,Kepler Objects of Interest
KOI-2424 b,0,,0.23694,11.939990000000,0.0930000,,,,,,602.0,,,,,19 10 05,+51 22 33,889.96,0.7630,0.6900,,5010.00,4.2000,Kepler Objects of Interest
KOI-4005 b,0,,0.19866,178.140754000000,0.5884060,,,,,,284.4,,,,,18 43 12,+44 02 02,674.20,,0.7820,-0.3000,5592.00,,Kepler Objects of Interest
KOI-0638 b,0,,0.34630,23.636883000000,0.1610000,,,,,,709.0,,,,,19 42 14,+40 14 10,733.34,1.0030,1.1600,,5980.00,6.7000,Kepler Objects of Interest
KOI-0638 c,0,,0.35541,67.093500000000,0.3240000,,,,,,500.0,,,,,19 42 14,+40 14 10,733.34,1.0030,1.1600,,5980.00,6.7000,Kepler Objects of Interest
KOI-1307 b,0,,0.28250,44.851990000000,0.2410000,,,,,,520.0,,,,,19 23 42,+48 26 36,1016.60,0.9300,1.0000,,5779.00,7.6000,Kepler Objects of Interest
KOI-1307 c,0,,0.23694,20.342290000000,0.1420000,,,,,,677.0,,,,,19 23 42,+48 26 36,1016.60,0.9300,1.0000,,5779.00,7.6000,Kepler Objects of Interest
KOI-0521 b,0,,0.33718,10.160956000000,0.0940000,,,,,,868.0,,,,,19 22 56,+44 05 28,1033.64,1.0800,1.0900,,5767.00,,Kepler Objects of Interest
KOI-3315 b,0,,0.14289,31.175030300000,0.1941220,,,,,,585.0,,,,,19 19 19,+44 36 35,702.37,,0.9210,-0.2600,6086.00,,Kepler Objects of Interest
KOI-0094 b,0,,1.03889,22.343001000000,0.1680000,,,,,,820.0,,,,,19 49 19,+41 53 28,541.79,1.2780,1.5200,,6184.00,3.1300,Kepler Objects of Interest
KOI-0094 c,0,,0.38457,10.423707000000,0.1010000,,,,,,1058.0,,,,,19 49 19,+41 53 28,541.79,1.2780,1.5200,,6184.00,3.1300,Kepler Objects of Interest
KOI-0094 d,0,,0.61331,54.319930000000,0.3050000,,,,,,609.0,,,,,19 49 19,+41 53 28,541.79,1.2780,1.5200,,6184.00,3.1300,Kepler Objects of Interest
KOI-0094 e,0,,0.15766,3.743245000000,0.0510000,,,,,,1488.0,,,,,19 49 19,+41 53 28,541.79,1.2780,1.5200,,6184.00,3.1300,Kepler Objects of Interest
KOI-4450 b,0,,0.20049,196.435886000000,0.6372420,,,,,,276.4,,,,,19 05 30,+43 04 23,900.18,,0.8160,-0.1200,5536.00,,Kepler Objects of Interest
KOI-0312 b,0,,0.17406,11.578940000000,0.1070000,,,,,,914.0,,,,,19 45 52,+42 35 55,480.74,1.2040,1.2100,,6158.00,2.0000,Kepler Objects of Interest
KOI-0312 c,0,,0.16768,16.399220000000,0.1340000,,,,,,817.0,,,,,19 45 52,+42 35 55,480.74,1.2040,1.2100,,6158.00,2.0000,Kepler Objects of Interest
KOI-3214 b,0,,0.22518,11.494982010000,0.1141780,,,,,,1395.0,,,,,19 54 41,+43 47 43,974.01,,3.1320,-0.1000,6036.00,,Kepler Objects of Interest
KOI-2380 b,0,,0.36452,6.357152000000,0.0680000,,,,,,966.0,,,,,19 36 44,+38 06 31,767.97,1.0200,0.9200,,5956.00,0.5000,Kepler Objects of Interest
KOI-2129 b,0,,0.16130,8.796310000000,0.0850000,,,,,,900.0,,,,,19 41 51,+45 48 45,1285.40,1.0580,0.9600,,6071.00,0.3000,Kepler Objects of Interest
KOI-1220 b,0,,0.17770,6.400954000000,0.0690000,,,,,,1168.0,,,,,19 09 13,+39 08 41,648.06,1.0570,1.6900,,5356.00,9.9000,Kepler Objects of Interest
KOI-1672 b,0,,0.17224,33.867360000000,0.1760000,,,,,,372.0,,,,,19 20 25,+40 29 26,614.14,0.6370,0.6080,,4539.00,13.9000,Kepler Objects of Interest
KOI-0118 b,0,,0.15401,24.993340000000,0.1670000,,,,,,616.0,,,,,19 09 27,+38 38 58,327.28,0.9940,0.9300,,5906.00,2.1000,Kepler Objects of Interest
KOI-2331 b,0,,0.12303,2.832617000000,0.0400000,,,,,,1362.0,,,,,19 12 34,+51 16 32,634.44,1.0290,1.0400,,6050.00,3.5000,Kepler Objects of Interest
KOI-0331 b,0,,0.32260,18.684210000000,0.1390000,,,,,,803.0,,,,,19 44 44,+47 21 31,776.83,1.0340,1.5000,,5536.00,9.8000,Kepler Objects of Interest
KOI-4756 b,0,,0.11847,5.416675000000,0.0632798,,,,,,1155.0,,,,,19 14 26,+40 55 29,,,1.0780,,,,Kepler Objects of Interest
KOI-2927 b,0,,0.16403,24.435280000000,0.1670000,,,,,,563.0,,,,,19 22 09,+41 05 34,1351.19,1.0500,0.7600,,5968.00,,Kepler Objects of Interest
KOI-2976 b,0,,0.22783,21.613185000000,0.1450000,,,,,,542.0,,,,,19 20 52,+41 52 07,1100.73,0.8640,0.7590,,5374.00,0.5000,Kepler Objects of Interest
KOI-1848 b,0,,0.21871,49.624730000000,0.2750000,,,,,,542.0,,,,,19 06 50,+43 02 36,682.91,1.1200,1.0600,,6272.00,0.6100,Kepler Objects of Interest
KOI-2257 b,0,,0.18226,32.562650000000,0.1930000,,,,,,498.0,,,,,18 53 10,+45 26 02,1034.08,0.9100,0.8000,,5540.00,0.5000,Kepler Objects of Interest
KOI-2257 c,0,,0.16403,59.284446700000,0.2891360,,,,,,417.7,,,,,18 53 10,+45 26 02,1034.08,0.9100,0.8000,,5540.00,0.5000,Kepler Objects of Interest
KOI-0931 b,0,,1.01155,3.855602400000,0.0480000,,,,,,1115.0,,,,,19 45 34,+45 34 06,1173.58,0.9970,0.8900,,5870.00,0.4000,Kepler Objects of Interest
KOI-0237 b,0,,0.21871,8.508355000000,0.0810000,,,,,,851.0,,,,,19 43 48,+43 51 07,698.59,0.9820,0.8900,,5829.00,0.9000,Kepler Objects of Interest
KOI-2368 b,0,,0.14125,8.070730000000,0.0780000,,,,,,868.0,,,,,19 31 19,+48 13 09,1314.60,0.9570,0.9000,,5791.00,2.8000,Kepler Objects of Interest
KOI-0192 b,0,,0.92042,10.290998800000,0.0950000,,,,,,898.0,,,,,19 13 01,+43 42 17,932.32,1.1000,1.0300,,6195.00,0.8000,Kepler Objects of Interest
KOI-3259 b,0,,0.22600,72.933288900000,0.3226710,,,,,,363.5,,,,,19 26 15,+38 04 28,1011.19,,0.7580,-0.2200,5376.00,,Kepler Objects of Interest
KOI-2628 b,0,,0.10845,1.681873000000,0.0290000,,,,,,1691.0,,,,,19 19 49,+47 01 13,1314.98,1.1000,1.0900,,6242.00,1.9000,Kepler Objects of Interest
KOI-0252 b,0,,0.28797,17.604437000000,0.1130000,,,,,,414.0,,,,,19 21 36,+48 49 21,446.54,0.6290,0.6540,,3905.00,0.0000,Kepler Objects of Interest
KOI-2313 b,0,,0.19137,16.076770000000,0.1250000,,,,,,703.0,,,,,19 13 55,+47 06 06,1238.06,1.0120,0.9100,,5916.00,0.3000,Kepler Objects of Interest
KOI-4822 b,0,,0.05468,3.514078000000,0.0467915,,,,,,1276.0,,,,,19 14 01,+46 24 24,,,1.0160,,,,Kepler Objects of Interest
