name,binaryflag,mass,radius,period,semimajoraxis,eccentricity,periastron,longitude,ascendingnode,inclination,temperature,age,discoverymethod,discoveryyear,lastupdate,system_rightascension,system_declination,system_distance,hoststar_mass,hoststar_radius,hoststar_metallicity,hoststar_temperature,hoststar_age,list
TOI-1422 c,0,0.0349,,29.29,0.185,0.14,99.0,,,,881.0,,RV,2022,22/07/08,23 36 57.80,+39 38 21.39,154.56,0.981,1.019,-0.09,5840.0,,Confirmed planets
YBP401 b,0,0.42,,4.087,,0.16,343.33,,,,,,RV,2016,18/03/23,08 51 19.046,+11 40 15.67,843,1.14,,0,6165,4,"Confirmed planets, Planets in open clusters"
Kepler-690 b,0,,0.531,7.748094370,,,,,,,,,transit,2016,16/05/10,19 37 57.5774,+39 46 17.2732,,1.11,1.16,0.19,5913.0,,Confirmed planets
HD 106315 b,0,0.03964,0.218,9.55237000,0.090700,0.093000,239.0000,,,87.540,1153,,transit,2017,19/07/25,12 13 53.3965,-00 23 36.5543,109.00,1.09,1.30,-0.311,6327.00,,Confirmed planets
HD 106315 c,0,0.04782,0.388,21.05704000,0.153600,0.220000,96.0000,,,88.610,886,,transit,2017,19/07/25,12 13 53.3965,-00 23 36.5543,109.00,1.09,1.30,-0.311,6327.00,,Confirmed planets
USco1621 A b,0,16.00000,,,2880.000000,,,,,,2270,,imaging,2019,20/01/16,16 21 29.5475,-25 29 43.1383,138.00,0.36,,,3460.00,,Confirmed planets
Kepler-1605 b,0,,0.096,85.756549500,,,,,,,,,transit,2016,16/05/10,19 08 32.3763,+47 29 19.0661,554.908,0.86,0.82,-0.01,5280.0,,Confirmed planets
Kepler-813 b,0,,0.191,19.129473370,,,,,,,,,transit,2016,16/05/10,19 02 39.0491,+48 26 07.4156,,0.95,0.93,-0.13,5743.0,,Confirmed planets
OGLE-2019-BLG-1053L b,0,0.00780,0.123,,3.400000,,,,,,,,microlensing,2021,23/10/15,18 00 40,-27 20 30,6800.0000000,0.61,,,,,Confirmed planets
HAT-P-24 b,2,0.685,1.242,3.35524,0.0465,0.067,,,,88.6,1495.0,,transit,2010,13/05/29,07 15 18,+14 15 44,396,1.191,1.317,-0.16,6329,,"Confirmed planets, Planets in binary systems, S-type"
HD 120084 b,0,4.5,,2082,4.3,0.66,117,,,,,,RV,2013,13/04/17,13 42 39.2025,+78 03 51.9792,98,2.4,9.12,0.09,4892,,Confirmed planets
TOI-1853 b,0,0.23031,0.309,1.24362580,0.021300,0.030000,,,,84.700,1.47900000000e+03,,transit,2023,23/10/15,14 05 50,+16 59 33,165.1050000,0.84,0.81,0.110,4985.00,,Confirmed planets
LHS 1140 b,0,0.02007,0.146,24.73694000,0.095700,0.096000,,,,89.877,3.78900000000e+02,,transit,2017,21/06/13,00 45 00,-15 16 27,14.9861000,0.19,0.21,-0.240,3216.00,,Confirmed planets
LHS 1140 c,0,0.00554,0.104,3.77792000,0.027340,0.274000,,,,89.913,7.08900000000e+02,,transit,2018,21/06/13,00 45 00,-15 16 27,14.9861000,0.19,0.21,-0.240,3216.00,,Confirmed planets
HD 75289 A b,2,0.42,,3.5098,0.046,0.024,,,,,,,RV,1999,12/12/08,08 47 40,-41 44 12,28.94,1.05,1.25,0.29,,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-961 b,0,,0.227,16.877274140,,,,,,,,,transit,2016,16/05/10,18 48 08.5183,+43 37 52.5090,583.976,0.96,0.90,0.05,5582.0,,Confirmed planets
HIP 11915 b,0,0.99,,3830,4.8,0.10,150,172,,,,,RV,2015,15/08/15,02 33 49.02495,-19 36 42.5032,57.3,0.993,,-0.059,5760,4.0,Controversial
Kepler-1147 b,0,,0.233,10.627849970,,,,,,,,,transit,2016,16/05/10,19 30 11.4030,+41 38 34.6034,1737.92,1.09,1.14,0.11,5941.0,,Confirmed planets
Kepler-1009 b,0,,0.194,11.350119170,,,,,,,,,transit,2016,16/05/10,18 51 26.3744,+42 39 56.7407,358.41,0.59,0.57,-0.12,4027.0,,Confirmed planets
HD 99283 b,0,0.97,,310.4,1.08,0.2,291.0,,,,,,RV,2021,21/12/16,11 25 57.00,+55 51 02.00,,,,,,,Confirmed planets
Kepler-323 c,0,,0.14854,3.553822,,,,,,,,,transit,2014,14/02/26,19 25 31.7359,+38 07 38.8962,499.35,1.1600,1.178,,5987,,Confirmed planets
Kepler-323 b,0,,0.13032,1.678327,,,,,,,,,transit,2014,14/02/26,19 25 31.7359,+38 07 38.8962,499.35,1.1600,1.178,,5987,,Confirmed planets
Kepler-486 b,0,,0.981,30.360446670,,,,,,,,,transit,2016,16/05/10,18 59 31.1991,+49 16 01.1707,441.813,0.79,0.75,-0.04,4926.0,,Confirmed planets
K2-52 b,0,,1.606,3.53505500,0.054000,,,,,86.460,2004,,transit,2016,19/01/31,16 26 26.7310,-24 58 11.8188,1041.70,1.69,2.19,0.055,7147.00,,Confirmed planets
TOI-2459 b,0,0.02840,0.263,19.10471800,,,,,,89.590,4.45010000000e+02,,transit,2023,23/10/15,05 28 34,-39 22 23,36.6113000,0.66,0.68,,4195.00,,Confirmed planets
Kepler-238 e,0,,0.75274,23.653647,,,,,,,,,transit,2014,14/02/26,19 11 35.3058,+40 38 16.1435,1659.85,0.9700,1.430,,5751,,Confirmed planets
Kepler-238 d,0,,0.27977,13.233549,,,,,,,,,transit,2014,14/02/26,19 11 35.3058,+40 38 16.1435,1659.85,0.9700,1.430,,5751,,Confirmed planets
Kepler-238 c,0,,0.21780,6.155557,,,,,,,,,transit,2014,14/02/26,19 11 35.3058,+40 38 16.1435,1659.85,0.9700,1.430,,5751,,Confirmed planets
Kepler-238 b,0,,0.15766,2.090876,,,,,,,,,transit,2014,14/02/26,19 11 35.3058,+40 38 16.1435,1659.85,0.9700,1.430,,5751,,Confirmed planets
Kepler-238 f,0,,0.25152,50.444110,,,,,,,,,transit,2014,14/02/26,19 11 35.3058,+40 38 16.1435,1659.85,0.9700,1.430,,5751,,Confirmed planets
Kepler-909 b,0,,0.131,13.932903180,,,,,,,,,transit,2016,16/05/10,19 18 01.5284,+45 22 15.6719,312.373,1.17,1.23,0.08,6154.0,,Confirmed planets
HATS-54 b,0,0.76,1.067,2.5441828,0.03763,0,,,,83.08,1625,,transit,2018,18/12/18,13 22 32.3724,-44 41 19.6988,764.4,1.097,1.317,0.396,5702,6.60,Confirmed planets
HD 100655 b,0,1.7,,157.57,0.76,0.085,,,,,749.4,,RV,2011,11/11/17,11 35 03.7529,+20 26 29.5636,122,2.4,9.3,0.15,4861.0,,Confirmed planets
Gliese 221 b,0,0.027,,3.8728,0.0428,0.0,360.0,,,,,,RV,2013,21/04/11,05 53 00.00,-05 59 40.92,20.0,0.7,,-0.14,4324.0,,Confirmed planets
Gliese 221 c,0,0.17,,125.94,0.435,0.31,41.0,,,,,,RV,2013,21/04/11,05 53 00.00,-05 59 40.92,20.0,0.7,,-0.14,4324.0,,Confirmed planets
Gliese 221 d,0,0.0582,,487.0,1.06,0.02,275.0,,,,,,RV,2014,21/04/11,05 53 00.00,-05 59 40.92,20.0,0.7,,-0.14,4324.0,,Confirmed planets
Gliese 221 e,0,0.0104,,2.3946,0.03,0.03,,,,,,,RV,2019,21/04/11,05 53 00.00,-05 59 40.92,20.0,0.7,,-0.14,4324.0,,Confirmed planets
WISE J1355-8258 b,0,9.0,,,,,,,,,,,imaging,2018,21/10/19,13 55 03.00,-82 58 38.00,16.7,0.011,,,,,Confirmed planets
HD 217107 b,0,1.4135,,7.126846,0.07505,0.1283,24.0,,,,,,RV,1998,17/12/10,22 58 15.5409,-02 23 43.3871,20.00,1.108,1.500,0.389,5704,,Confirmed planets
HD 217107 c,0,4.48,,5178,6.06,0.376,206.2,,,,,,RV,2005,17/12/10,22 58 15.5409,-02 23 43.3871,20.00,1.108,1.500,0.389,5704,,Confirmed planets
MOA-2016-BLG-231 b,0,9.0,,,0.88,,,,,,,,microlensing,2019,21/07/04,17 53 12.00,-30 11 32.00,2850.0,0.021,,,,,Confirmed planets
HATS-22 b,0,2.74,0.953,4.7228124,0.05025,0.079,56.0,,,87.96,,,transit,2016,16/07/11,11 36 02.3390,-29 32 35.9575,207.9,0.759,0.689,0.0,4803.0,4.6,Confirmed planets
K2-344 b,0,0.00993,0.142,3.35585000,,,,,,,7.22000000000e+02,,transit,2018,21/10/03,09 05 27,+21 40 07,75.1691000,0.51,0.49,-0.950,4374.00,,Confirmed planets
K2-167 b,0,,0.2516,9.9775,,,,,,88.6,,,transit,2018,18/07/24,22 26 18.1896,-18 00 40.2192,81.300,1.02,1.83,-0.45,,,Confirmed planets
TOI-3976 A b,0,0.17500,1.095,6.60766200,0.074300,0.000000,,,,87.280,1.29500000000e+03,,transit,2023,23/10/15,14 57 25,+44 16 28,516.0870000,1.25,1.50,0.182,5975.00,,Confirmed planets
Kepler-1656 b,0,0.15291,0.448,31.57865900,0.197000,0.836000,53.9000,,,89.310,651,,transit,2018,18/10/04,18 57 53.3247,+39 54 42.5287,186.88,1.03,1.10,0.190,5731.00,,Confirmed planets
KMT-2016-BLG-1820L b,0,4.57000,,,1.080000,,,,,,,,microlensing,2018,18/11/08,17 55 04,-29 31 01,6260.00,0.04,,,,,Confirmed planets
K2-409 b,0,0.02110,0.221,1.90808400,,,,,,,,,transit,2022,22/03/01,15 13 49,-16 21 05,431.0310000,0.89,1.23,-0.036,5742.00,,Confirmed planets
WASP-160 B b,0,0.27800,1.090,3.76849520,0.045200,0.000000,,,,88.970,1119,,transit,2018,18/11/01,05 50 43.0631,-27 37 23.4187,284.00,0.87,0.87,0.270,5298.00,,Confirmed planets
Kepler-156 c,0,,0.23238,15.906801,,,,,,,,,transit,2014,14/02/26,19 21 11.1605,+37 44 58.1810,482.88,0.7370,0.807,,5094,,Confirmed planets
Kepler-156 b,0,,0.20960,4.973456,,,,,,,,,transit,2014,14/02/26,19 21 11.1605,+37 44 58.1810,482.88,0.7370,0.807,,5094,,Confirmed planets
Kepler-565 b,0,,0.325,4.243747230,,,,,,,,,transit,2016,16/05/10,18 54 28.3130,+47 11 48.0343,,0.98,0.95,-0.02,5735.0,,Confirmed planets
Kepler-373 b,0,,0.12394,5.535309,,,,,,,,,transit,2014,14/02/26,19 17 33.1220,+50 35 49.3719,763.85,0.9780,0.845,,5787,,Confirmed planets
Kepler-373 c,0,,0.11300,16.725948,,,,,,,,,transit,2014,14/02/26,19 17 33.1220,+50 35 49.3719,763.85,0.9780,0.845,,5787,,Confirmed planets
TOI-3082 b,0,0.04090,0.327,1.92690700,,,,,,87.630,1.03278000000e+03,,transit,2023,23/10/15,13 03 38,-19 13 08,113.0480000,0.66,0.68,0.170,4263.00,,Confirmed planets
HD 98649 b,0,6.8,,4951,5.6,0.85,248,,,,,,RV,2011,12/11/29,11 20 51.7687,-23 13 02.4250,40.3,1.00,1.0,0.02,5759,2.3,Confirmed planets
HD 95089 b,0,1.2,,507,1.51,0.157,317,,,,,,RV,2010,17/12/10,10 58 47.73629,+01 43 45.1758,139,1.38,4.9,0.05,5002,,Confirmed planets
HD 95089 c,0,3.97,,1860,3.30,0.294,74.6,,,,,,RV,2016,17/12/10,10 58 47.73629,+01 43 45.1758,139,1.38,4.9,0.05,5002,,Confirmed planets
GJ 338 B b,0,0.03231,,24.45000000,0.141000,0.110000,204.3000,,,,391,,RV,2020,20/07/09,09 14 24.6830,+52 41 10.9061,6.33,0.64,0.58,-0.030,4005.00,,Confirmed planets
DMPP-3 A b,0,0.00812,,6.67320000,0.066200,0.140000,80.5700,,,,854,,RV,2019,20/01/30,06 06 30,-72 30 46,48.90,0.87,0.91,0.180,5138.00,,Confirmed planets
HD 136352 b,0,0.0166,,11.577,0.0933,0.18,,,,,842.3,,RV,2011,11/09/12,15 21 48.1511,-48 19 03.4624,14.8,,,,5940.0,,Confirmed planets
HD 136352 c,0,0.0358,,27.582,0.1665,0.16,,,,,630.8,,RV,2011,11/09/12,15 21 48.1511,-48 19 03.4624,14.8,,,,5940.0,,Confirmed planets
HD 136352 d,0,0.03,,106.72,0.411,0.43,,,,,397.3,,RV,2011,11/09/12,15 21 48.1511,-48 19 03.4624,14.8,,,,5940.0,,Confirmed planets
Kepler-1379 b,0,,0.116,0.881841150,,,,,,,,,transit,2016,16/05/10,19 34 40.9078,+41 24 36.9156,996.711,0.83,0.79,-0.04,5188.0,,Confirmed planets
16 Cygni B b,2,1.77,,799.5,1.72,0.689,83.4,,,45,,,RV,1996,15/09/22,19 41 48.95343,+50 31 30.2153,21.146,1.07,1.127,0.052,5750,6.8,"Confirmed planets, Planets in binary systems, S-type"
HD 47366 b,0,2.30000,,359.15000000,1.280000,0.060000,6.0800,,,,,,RV,2016,19/09/26,06 37 40.7939,-12 59 06.4248,84.56,2.19,6.20,-0.070,4914.00,,Confirmed planets
HD 47366 c,0,1.88000,,682.85000000,1.970000,0.100000,48.9700,,,,,,RV,2016,19/09/26,06 37 40.7939,-12 59 06.4248,84.56,2.19,6.20,-0.070,4914.00,,Confirmed planets
Kepler-1515 b,0,,0.852,214.311416400,,,,,,,,,transit,2016,16/05/10,19 23 53.7420,+48 10 41.3901,547.765,1.30,1.41,0.07,6511.0,,Confirmed planets
TOI-444 b,0,0.02550,0.247,17.96360000,0.133000,,,,,89.647,6.09000000000e+02,,transit,2023,23/10/15,04 16 44,-26 45 59,57.3973000,0.96,0.78,0.080,5225.00,,Confirmed planets
Kepler-224 c,0,,0.28433,5.925003,,,,,,,,,transit,2014,14/02/26,19 23 44.2257,+47 21 27.3023,773.13,0.8250,0.676,,5018,,Confirmed planets
Kepler-224 d,0,,0.20960,11.349393,,,,,,,,,transit,2014,14/02/26,19 23 44.2257,+47 21 27.3023,773.13,0.8250,0.676,,5018,,Confirmed planets
Kepler-224 b,0,,0.12667,3.132924,,,,,,,,,transit,2014,14/02/26,19 23 44.2257,+47 21 27.3023,773.13,0.8250,0.676,,5018,,Confirmed planets
Kepler-224 e,0,,0.17953,18.643577,,,,,,,,,transit,2014,14/02/26,19 23 44.2257,+47 21 27.3023,773.13,0.8250,0.676,,5018,,Confirmed planets
HIP 13044 b,0,1.25,,16.2,0.116,0.25,,,,,2011.0,,RV,2010,14/01/05,02 47 37.4431,-36 06 27.0322,701,0.8,6.7,-2.09,6025.0,,Controversial
Kepler-775 b,0,,0.106,0.974868930,,,,,,,,,transit,2016,16/05/10,19 25 43.9934,+41 42 12.3335,403.323,0.92,0.84,-0.04,5468.0,,Confirmed planets
K2-242 b,0,,0.227,6.51389000,0.049400,,,,,,416,,transit,2018,18/07/12,11 59 20.6093,-06 31 04.2042,109.60,0.38,0.37,-0.010,3459.00,,Confirmed planets
Kepler-1658 b,0,5.88000,1.070,3.84937278,0.054400,0.062800,-7.7300,,,76.520,,,transit,2019,19/03/14,19 37 25.5734,+38 56 50.5158,806.07,1.45,2.89,-0.180,6216.00,,Confirmed planets
Kepler-1661 b,0,0.05349,0.345,175.06000000,0.633000,0.057000,67.1000,,,89.460,243,,transit,2020,20/02/27,19 00 40.1133,+41 58 01.3874,415.52,0.84,0.76,-0.120,5100.00,,Confirmed planets
Kepler-376 c,0,,0.16312,14.172327,,,,,,,,,transit,2014,14/02/26,19 26 25.7196,+38 24 37.3761,785.94,1.1400,1.175,,5900,,Confirmed planets
Kepler-376 b,0,,0.09751,4.920199,,,,,,,,,transit,2014,14/02/26,19 26 25.7196,+38 24 37.3761,785.94,1.1400,1.175,,5900,,Confirmed planets
TOI-1696 b,0,,0.2757,2.500311,0.0229,0.0,,,,,489.0,,transit,2022,22/03/08,04 21 07.00,+48 49 11.00,65.03,0.255,0.2775,0.336,3185.0,,Confirmed planets
AF Lep b,0,3.20000,1.170,8030.00000000,8.400000,0.240000,210.0000,,,50.000,1.40000000000e+03,,imaging,2023,23/10/15,05 27 05,-11 54 04,26.8564000,1.20,1.25,0.190,6130.00,,Confirmed planets
Kepler-1115 b,0,,0.152,23.554072500,,,,,,,,,transit,2016,16/05/10,19 39 58.0258,+40 08 39.8235,1011.12,1.60,1.73,-0.51,8480.0,,Confirmed planets
Kepler-1581 b,0,,0.071,6.283854910,,,,,,,,,transit,2016,16/05/10,19 09 29.1035,+39 36 12.8969,500.225,1.12,1.23,0.07,6022.0,,Confirmed planets
Kepler-727 b,0,,0.226,5.154484420,,,,,,,,,transit,2016,16/05/10,19 39 23.2595,+45 02 03.8565,851.716,0.89,0.86,-0.01,5441.0,,Confirmed planets
HD 27631 b,0,1.45,,2208,3.25,0.12,134,,,,137.7,,RV,2011,12/11/29,04 19 45.4693,-41 57 36.9515,45.5,0.94,1.0,-0.12,5737,4.4,Confirmed planets
Gliese 3021 A b,2,3.37,,133.71,0.49,0.511,,,,,,,RV,2000,14/06/24,00 16 12,-79 51 04,17.62,0.9,0.9,0.10,5540,0.8,"Confirmed planets, Planets in binary systems, S-type"
Kepler-299 c,0,,0.24150,6.885875,,,,,,,,,transit,2014,14/02/26,18 52 49.6708,+48 34 49.7935,1107.98,1.0010,1.032,,5617,,Confirmed planets
Kepler-299 d,0,,0.16950,15.054786,,,,,,,,,transit,2014,14/02/26,18 52 49.6708,+48 34 49.7935,1107.98,1.0010,1.032,,5617,,Confirmed planets
Kepler-299 b,0,,0.12029,2.927128,,,,,,,,,transit,2014,14/02/26,18 52 49.6708,+48 34 49.7935,1107.98,1.0010,1.032,,5617,,Confirmed planets
Kepler-299 e,0,,0.17041,38.285489,,,,,,,,,transit,2014,14/02/26,18 52 49.6708,+48 34 49.7935,1107.98,1.0010,1.032,,5617,,Confirmed planets
HATS-41 b,0,9.70000,1.330,4.19364900,0.058300,0.380000,136.0000,,,80.400,1710,,transit,2018,18/04/12,06 54 04.1655,-27 03 01.4223,800.00,1.50,1.71,0.470,6424.00,,Confirmed planets
HD 217850 b,0,21.60000,,3501.30000000,4.560000,0.762100,165.9500,,,,,,RV,2018,18/09/27,23 02 36.6763,+58 52 33.5377,65.90,1.03,1.21,0.260,5544.00,,Confirmed planets
KELT-6 b,0,0.442,1.18,7.845582,0.080,0.029,308,,,88.81,,,transit,2013,15/08/27,13 03 55.6468,+30 38 24.2797,222,1.126,1.529,-0.27,6272,4.90,Confirmed planets
KELT-6 c,0,3.71,,1276,2.39,0.21,268.7,,,,,,RV,2015,15/08/27,13 03 55.6468,+30 38 24.2797,222,1.126,1.529,-0.27,6272,4.90,Confirmed planets
Kepler-1067 b,0,0.00137,0.071,0.76212926,0.016200,0.000000,,,,84.880,1.87200000000e+03,,transit,2016,22/09/15,19 01 33,+45 02 56,667.6930000,0.95,0.93,0.030,5592.00,,Confirmed planets
Kepler-1067 c,0,0.01160,0.156,5.42583990,0.060100,0.000000,,,,89.650,9.73000000000e+02,,transit,2021,22/09/15,19 01 33,+45 02 56,667.6930000,0.95,0.93,0.030,5592.00,,Confirmed planets
HAT-P-28 b,0,0.626,1.212,3.257215,0.0434,0.051,,,,88,1262.4,,transit,2011,11/03/09,00 52 00.1877,+34 43 42.2030,395,1.025,1.103,0.12,5680.0,,Confirmed planets
Kepler-1220 b,0,,0.136,7.426937410,,,,,,,,,transit,2016,16/05/10,19 48 16.8891,+42 58 39.9123,987.849,1.00,0.99,-0.04,5842.0,,Confirmed planets
OGLE-2006-BLG-109L b,0,0.727,,1790,2.3,,,,,64,,,microlensing,2008,18/09/18,17 52 34.55,-30 05 15.7,1510,0.51,,,,,Confirmed planets
OGLE-2006-BLG-109L c,0,0.271,,4930,4.5,0.15,,,,64,,,microlensing,2008,18/09/18,17 52 34.55,-30 05 15.7,1510,0.51,,,,,Confirmed planets
Kepler-59 b,0,0.003828,0.100243,11.8681707,,,,,,,,,transit,2012,12/08/19,19 08 09.4789,+46 38 24.4410,811.89,1.04,0.94,,6074.0,,Confirmed planets
Kepler-59 c,0,0.012848,0.180438,17.9801235,,,,,,,,,transit,2012,12/08/19,19 08 09.4789,+46 38 24.4410,811.89,1.04,0.94,,6074.0,,Confirmed planets
WASP-11 b,2,0.46,1.045,3.722469,0.0439,0.0,,,,88.5,943.2,,transit,2008,08/11/27,03 09 29,+30 40 25,125.1,0.82,0.81,0.13,4974,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-649 b,0,,0.202,29.907226740,,,,,,,,,transit,2016,16/05/10,19 02 37.4250,+45 04 46.3688,521.458,0.97,0.94,-0.17,5871.0,,Confirmed planets
Kepler-82 b,0,0.03823,0.363,26.44000000,0.168300,0.003300,236.0000,,,89.052,,,transit,2012,19/07/25,19 31 29.6084,+42 57 58.0673,927.97,0.91,0.90,,,,Confirmed planets
Kepler-82 c,0,0.04373,0.476,51.54000000,0.262600,0.007000,162.0000,,,90.150,,,transit,2012,19/07/25,19 31 29.6084,+42 57 58.0673,927.97,0.91,0.90,,,,Confirmed planets
Kepler-82 d,0,,0.158,2.38296100,0.034000,,,,,,,,transit,2014,14/05/14,19 31 29.6084,+42 57 58.0673,927.97,0.91,0.90,,,,Confirmed planets
Kepler-82 e,0,,0.220,5.90220600,0.063000,,,,,,,,transit,2014,14/05/14,19 31 29.6084,+42 57 58.0673,927.97,0.91,0.90,,,,Confirmed planets
Kepler-82 f,0,0.06576,,75.73200000,0.339500,0.001400,62.0000,,,86.300,,,timing,2019,19/07/25,19 31 29.6084,+42 57 58.0673,927.97,0.91,0.90,,,,Confirmed planets
TOI-1298 b,0,0.356,0.841,4.537164,0.059,0.032,130.0,,,,1388.0,,transit,2021,21/07/15,16 05 18.00,+70 11 23.00,319.0,1.44,1.412,0.49,5889.0,,Confirmed planets
TOI-2081 b,0,0.016,0.182,10.50534,0.0752,,,,,89.34,488.0,,transit,2022,22/06/23,17 37 13.00,+53 01 32.00,62.31,0.54,0.534,,3800.0,,Confirmed planets
Kepler-1054 b,0,,0.235,4.306556890,,,,,,,,,transit,2016,16/05/10,19 22 24.2747,+44 33 23.0173,1125.75,1.22,1.34,0.09,6209.0,,Confirmed planets
Kepler-641 b,0,,0.165,9.489615710,,,,,,,,,transit,2016,16/05/10,19 27 17.6422,+42 30 58.3953,997.705,1.02,1.13,0.15,5713.0,,Confirmed planets
HD 76920 b,0,3.93000,,415.40000000,1.149000,0.856000,352.9000,,,,,,RV,2017,17/11/30,08 55 16.8171,-67 15 55.6996,184.80,1.17,7.47,-0.110,4698.00,,Confirmed planets
Kepler-280 b,0,,0.13214,2.139542,,,,,,,,,transit,2014,14/02/26,19 25 33.7229,+42 10 50.0529,771.80,0.9570,0.886,,5744,,Confirmed planets
Kepler-280 c,0,,0.18317,4.807091,,,,,,,,,transit,2014,14/02/26,19 25 33.7229,+42 10 50.0529,771.80,0.9570,0.886,,5744,,Confirmed planets
Kepler-1887 b,0,0.02790,0.261,19.94750023,0.142100,0.000000,,,,89.940,6.25000000000e+02,,transit,2021,22/02/01,19 15 49,+44 42 21,1366.1800000,0.96,0.86,-0.100,5749.00,,Confirmed planets
OGLE-2018-BLG-0506 b,0,0.0513,,,3.0,,,,,,,,microlensing,2021,21/06/16,17 50 31.00,-31 55 27.00,5600.0,0.63,,,,,Confirmed planets
Kepler-1984 b,0,0.11700,0.072,1.99281234,0.023800,0.000000,,,,55.110,6.75000000000e+02,,transit,2023,23/10/15,19 25 08,+40 43 48,,0.45,0.42,-0.140,3638.00,,Confirmed planets
KIC 5479689 b,0,0.5,,1.701531,,,,,,,,,transit,2021,21/08/05,19 57 18.1378,+40 38 17.5502,460.9569,0.966,0.894,0.161,5459.0,,Confirmed planets
WASP-64 b,0,1.271,1.271,1.57329,0.02648,0,,,,86.57,1689,,transit,2011,12/10/17,06 44 27.6052,-32 51 30.1787,350,0.98,1.03,-0.08,5400,,Confirmed planets
HD 136118 b,0,13.13530,1.100,1187.59765270,2.325263,0.344143,313.2671,,,116.779,,,RV,2022,22/09/27,15 18 55,-01 35 32,51.4359000,1.18,1.68,-0.042,6182.43,,Confirmed planets
Kepler-1999 b,0,0.03410,0.317,8.73967580,0.071300,0.000000,,,,82.590,5.77000000000e+02,,transit,2023,23/10/15,18 49 29,+48 15 33,701.2550000,0.63,0.63,-0.240,4406.00,,Confirmed planets
Kepler-1480 b,0,,0.149,22.126799480,,,,,,,,,transit,2016,16/05/10,19 27 59.9479,+49 18 06.5961,508.208,0.85,0.81,0.07,5156.0,,Confirmed planets
Kepler-298 b,0,,0.17862,10.475464,,,,,,,,,transit,2014,14/02/26,18 52 09.5528,+48 49 31.3162,474.25,0.6600,0.582,,4465,,Confirmed planets
Kepler-298 c,0,,0.17588,22.928810,,,,,,,,,transit,2014,14/02/26,18 52 09.5528,+48 49 31.3162,474.25,0.6600,0.582,,4465,,Confirmed planets
Kepler-298 d,0,,0.22783,77.473633,,,,,,,,,transit,2014,14/02/26,18 52 09.5528,+48 49 31.3162,474.25,0.6600,0.582,,4465,,Confirmed planets
HATS-46 b,0,0.173,0.903,4.7423729,0.05367,0.559,,,,87.32,,,transit,2017,17/07/26,00 26 48.5936,-56 41 02,448.0,0.917,0.853,-0.06,5495.0,3.0,Confirmed planets
Kepler-1774 b,0,0.03220,0.284,59.77080154,0.309600,0.000000,,,,88.900,5.22000000000e+02,,transit,2021,22/02/01,19 14 18,+40 59 19,816.5920000,1.10,1.12,-0.020,6214.00,,Confirmed planets
Kepler-468 b,0,,1.190,38.478757070,,,,,,,,,transit,2016,16/05/10,19 15 36.5420,+49 22 13.7485,448.612,0.96,0.87,0.10,5498.0,,Confirmed planets
Kepler-1552 b,0,,0.220,184.771853000,,,,,,,,,transit,2016,16/05/10,19 26 42.4387,+38 52 29.6656,786.287,0.85,0.78,-0.07,5202.0,,Confirmed planets
TOI-3785 b,0,0.04704,0.459,4.67473730,0.043000,0.110000,96.2600,,,88.100,5.82000000000e+02,,transit,2023,23/10/15,08 43 36,+63 04 41,79.7634000,0.52,0.50,0.099,3576.00,,Confirmed planets
mu Leo b,0,2.4,,357.8,1.1,0.09,227.1,,,,,,RV,2014,15/11/26,09 52 45.81654,+26 00 25.0319,38.05,1.5,11.4,0.36,4538.2,3.35,Confirmed planets
Kepler-1286 b,0,,0.192,11.254029290,,,,,,,,,transit,2016,16/05/10,18 41 02.0135,+43 50 08.7467,1409.24,1.00,0.98,0.03,5753.0,,Confirmed planets
TOI-1601 b,0,0.99,1.239,5.331751,0.06864,0.036,180.0,,,88.84,1619.0,,transit,2021,21/01/07,02 33 27.00,+41 00 48.00,336.0,1.517,2.186,0.329,5948.0,,Confirmed planets
KOI-341 b,0,,0.153,4.7,0.0529,,,,,,,,transit,2014,15/03/18,19 51 50.7704,+48 14 39.7396,418.445,0.892,0.946,,5523,,Confirmed planets
KOI-341 c,0,,0.268,7.171,0.0701,,,,,,,,transit,2014,15/03/18,19 51 50.7704,+48 14 39.7396,418.445,0.892,0.946,,5523,,Confirmed planets
K2-332 b,0,0.01720,0.196,17.70632000,,,,,,,2.66000000000e+02,,transit,2016,21/10/03,09 03 32,+14 15 02,123.2020000,0.27,0.28,0.090,3315.00,,Confirmed planets
EPIC 206032309 b,0,,0.090,2.87814000,,,,,,,,,transit,2019,19/06/13,22 44 57.7798,-13 54 03.2712,162.09,0.22,,,,,Confirmed planets
Kepler-1610 b,0,,0.144,8.701815740,,,,,,,,,transit,2016,16/05/10,19 43 37.2019,+45 24 19.5528,885.583,0.91,0.87,0.10,5383.0,,Confirmed planets
Kepler-728 b,0,,0.298,5.743477270,,,,,,,,,transit,2016,16/05/10,19 24 22.1632,+45 06 55.9428,1859.77,0.95,0.93,-0.03,5660.0,,Confirmed planets
Kepler-831 b,0,,0.113,5.621539410,,,,,,,,,transit,2016,16/05/10,19 39 56.5153,+42 43 39.6184,603.865,0.99,0.97,0.02,5732.0,,Confirmed planets
TOI-733 b,0,0.01800,0.178,4.88476500,0.061800,0.046000,-53.2000,,,88.850,1.05580000000e+03,,transit,2023,23/10/15,10 37 38,-40 53 18,75.2092000,0.96,0.95,-0.040,5585.00,,Confirmed planets
